DATE,AWND,PRCP,TAVG,WDF2
1/27/2015,0.22,0,56,190
1/28/2015,8.95,0,57.5,180
1/29/2015,8.95,0,61.5,360
1/30/2015,6.04,0,48,60
1/31/2015,8.05,0,49,150
2/1/2015,13.2,0.27,51.5,310
2/2/2015,7.16,0,34.5,320
2/3/2015,5.82,0,39,160
2/4/2015,4.25,0,46.5,150
2/5/2015,5.59,0,41.5,40
2/6/2015,5.82,0,43.5,190
2/7/2015,11.41,0,53,190
2/8/2015,7.38,0,59,200
2/9/2015,5.37,0,58,350
2/10/2015,5.14,0,50,90
2/11/2015,3.8,0,53,140
2/12/2015,7.61,0,47,30
2/13/2015,4.47,0,43,190
2/14/2015,2.68,0,55.5,300
2/15/2015,7.61,0.13,46.5,120
2/16/2015,9.4,1.09,41.5,330
2/17/2015,5.82,0,35,30
2/18/2015,5.82,0,41.5,300
2/19/2015,6.93,0,38.5,130
2/20/2015,12.75,0.12,50,170
2/21/2015,13.87,0.55,58.5,200
2/22/2015,8.95,0.7,40.5,30
2/23/2015,10.07,0.42,31.5,20
2/24/2015,4.47,0,30,10
2/25/2015,4.25,0.62,34,300
2/26/2015,4.7,0,34.5,350
2/27/2015,8.05,0,30,70
2/28/2015,5.37,0,38.5,110
3/1/2015,4.92,0.53,41.5,10
3/2/2015,5.82,0.06,41.5,30
3/3/2015,6.71,0,53.5,190
3/4/2015,10.51,0.29,54,20
3/5/2015,9.62,0.32,34,20
3/6/2015,2.46,0,36.5,350
3/7/2015,2.24,0,44.5,210
3/8/2015,5.82,0.95,50.5,150
3/9/2015,5.37,1.33,50.5,100
3/10/2015,4.47,0.02,52.5,280
3/11/2015,4.25,0,55,10
3/12/2015,5.82,2.95,53.5,80
3/13/2015,4.92,0.27,60.5,280
3/14/2015,4.7,0,59,280
3/15/2015,2.68,0,59,30
3/16/2015,2.68,0,62.5,220
3/17/2015,3.58,0,70.5,230
3/18/2015,5.37,0.58,61,70
3/19/2015,3.58,0.01,60,40
3/20/2015,5.37,0.63,60,340
3/21/2015,5.59,0.65,55.5,70
3/22/2015,5.82,0.1,55,330
3/23/2015,3.58,0,61.5,50
3/24/2015,9.62,0,65,170
3/25/2015,10.74,0,68,180
3/26/2015,7.61,0,55.5,290
3/27/2015,6.26,0,52,300
3/28/2015,8.5,0,59,110
3/29/2015,11.41,0,64,220
3/30/2015,5.59,0,66.5,220
3/31/2015,8.05,0,70,220
4/1/2015,9.84,0,72.5,190
4/2/2015,13.65,0,74.5,190
4/3/2015,12.53,0.01,72.5,350
4/4/2015,7.61,0,59.5,30
4/5/2015,6.93,0.85,53.5,150
4/6/2015,10.07,0,68.5,180
4/7/2015,12.08,0.01,75.5,200
4/8/2015,12.08,0,76,180
4/9/2015,11.86,1.23,75,280
4/10/2015,5.59,0,59,40
4/11/2015,4.25,0,61.5,90
4/12/2015,6.71,0.78,66,170
4/13/2015,5.59,0.76,70.5,130
4/14/2015,5.14,0.11,64.5,100
4/15/2015,6.26,0.01,64.5,220
4/16/2015,5.82,0.3,67,150
4/17/2015,4.25,0,71,170
4/18/2015,3.36,0.26,69,20
4/19/2015,9.17,0.58,68,280
4/20/2015,7.83,0,61,300
4/21/2015,4.7,0,58,160
4/22/2015,5.14,0,68.5,40
4/23/2015,6.71,0.05,66.5,30
4/24/2015,5.82,0.87,67,300
4/25/2015,8.05,0,75,250
4/26/2015,5.82,0,75.5,70
4/27/2015,10.29,0.1,64,90
4/28/2015,9.17,0.11,57,60
4/29/2015,5.59,0,62,350
4/30/2015,3.36,0,67,280
5/1/2015,2.01,0,68.5,320
5/2/2015,4.03,0,67,140
5/3/2015,6.93,0,71,150
5/4/2015,7.61,0,69,160
5/5/2015,10.07,0,73.5,150
5/6/2015,8.72,0,74,150
5/7/2015,8.72,0,75,140
5/8/2015,8.28,0.95,76.5,190
5/9/2015,10.74,0.02,78.5,160
5/10/2015,11.41,0,79.5,160
5/11/2015,5.59,1.53,70.5,300
5/12/2015,4.92,0,66.5,60
5/13/2015,5.59,0.34,67,270
5/14/2015,4.92,0,75.5,210
5/15/2015,6.26,2.01,75.5,190
5/16/2015,9.62,0.06,78,180
5/17/2015,7.83,0.13,77,260
5/18/2015,,1.54,74.5,240
5/19/2015,,0,77,150
5/20/2015,5.14,0,79,190
5/21/2015,7.38,0.67,66.5,360
5/22/2015,5.82,0,64.5,90
5/23/2015,8.28,0,74,160
5/24/2015,11.63,0.03,75,180
5/25/2015,9.17,1.41,74,290
5/26/2015,7.61,0.38,74,180
5/27/2015,5.37,0.25,75.5,240
5/28/2015,5.59,0,78,20
5/29/2015,11.41,0,78.5,170
5/30/2015,5.37,0.46,74,230
5/31/2015,4.92,0.19,72.5,310
6/1/2015,3.13,0,74,40
6/2/2015,2.91,0,75.5,120
6/3/2015,4.25,0,76.5,140
6/4/2015,2.91,0,78,140
6/5/2015,1.79,0,79,80
6/6/2015,1.79,0,81.5,140
6/7/2015,1.57,0,83.5,310
6/8/2015,5.82,0,84,250
6/9/2015,6.49,0,84,190
6/10/2015,4.25,0,83,130
6/11/2015,9.17,0,82,170
6/12/2015,9.4,0.01,82,170
6/13/2015,12.75,0,80,150
6/14/2015,9.84,0.03,82.5,150
6/15/2015,6.49,0,82.5,140
6/16/2015,6.49,0.17,81,180
6/17/2015,12.3,0.01,80.5,170
6/18/2015,13.65,0.76,80,210
6/19/2015,11.63,0,83.5,240
6/20/2015,9.4,0,82,210
6/21/2015,6.93,0,83.5,170
6/22/2015,8.5,0,85,220
6/23/2015,4.92,0,85,230
6/24/2015,3.58,0,85,200
6/25/2015,6.93,0,84,110
6/26/2015,8.05,0,83.5,240
6/27/2015,5.82,0.28,78.5,360
6/28/2015,2.46,0,80.5,10
6/29/2015,7.61,0.15,82.5,240
6/30/2015,9.84,0.2,82,150
7/1/2015,10.07,0,81.5,200
7/2/2015,11.63,0,82.5,220
7/3/2015,10.51,0.12,80.5,210
7/4/2015,9.4,0.54,78,60
7/5/2015,9.84,0,81.5,100
7/6/2015,10.29,0,82,170
7/7/2015,11.41,0,83.5,180
7/8/2015,11.41,0,84.5,200
7/9/2015,8.5,0,83.5,220
7/10/2015,6.93,0,84.5,200
7/11/2015,6.26,0,85,200
7/12/2015,6.93,0,85.5,230
7/13/2015,7.83,0,86.5,220
7/14/2015,8.28,0,85.5,250
7/15/2015,7.61,0,86,250
7/16/2015,7.61,0,86.5,210
7/17/2015,9.17,0,86.5,230
7/18/2015,7.38,0,87,230
7/19/2015,5.82,0,88,220
7/20/2015,6.04,0,89.5,240
7/21/2015,5.82,0,87.5,250
7/22/2015,8.5,0,88,200
7/23/2015,9.62,0,87.5,240
7/24/2015,6.49,0,88.5,220
7/25/2015,4.7,0,89.5,260
7/26/2015,4.47,0,89.5,130
7/27/2015,4.7,0,87,140
7/28/2015,7.16,0,88.5,220
7/29/2015,3.8,0,90.5,220
7/30/2015,4.7,0.08,88.5,360
7/31/2015,5.37,0,83,100
8/1/2015,4.03,0,83,100
8/2/2015,2.91,0,83,130
8/3/2015,2.68,0,85.5,110
8/4/2015,4.92,0,87,130
8/5/2015,10.07,0,89.5,210
8/6/2015,9.62,0,89.5,220
8/7/2015,8.95,0,90.5,220
8/8/2015,6.93,0,91.5,250
8/9/2015,5.14,0,92,260
8/10/2015,4.25,0,91.5,30
8/11/2015,4.7,0,91,360
8/12/2015,6.49,0,87,30
8/13/2015,4.7,0,83,20
8/14/2015,4.47,0,81,40
8/15/2015,3.36,0,82,160
8/16/2015,5.82,0,83.5,150
8/17/2015,4.03,0,82,30
8/18/2015,8.72,0.07,87,160
8/19/2015,9.4,2.56,82.5,310
8/20/2015,4.7,0,70.5,30
8/21/2015,3.58,0.04,78.5,160
8/22/2015,6.71,0.04,83.5,160
8/23/2015,5.82,0,84,220
8/24/2015,3.36,0,84.5,50
8/25/2015,2.46,0.42,75,80
8/26/2015,1.34,0,75.5,320
8/27/2015,2.68,0,75.5,320
8/28/2015,2.01,0,76,340
8/29/2015,3.8,0,80,240
8/30/2015,3.58,0,84,240
8/31/2015,3.8,0,81,160
9/1/2015,3.8,0,80.5,160
9/2/2015,2.01,0,83,70
9/3/2015,3.36,0,82,160
9/4/2015,3.8,0,85.5,140
9/5/2015,3.36,0,85.5,150
9/6/2015,2.91,0.01,86.5,150
9/7/2015,4.7,0,85,140
9/8/2015,4.47,0,86.5,210
9/9/2015,4.47,0,79,210
9/10/2015,4.47,0,82.5,200
9/11/2015,4.7,0.01,83,50
9/12/2015,5.82,0,71,30
9/13/2015,3.13,0,68.5,100
9/14/2015,5.82,0,71.5,170
9/15/2015,6.71,0,74.5,160
9/16/2015,6.49,0,82.5,170
9/17/2015,4.03,0,82.5,140
9/18/2015,4.03,0,82.5,180
9/19/2015,4.7,0,84,320
9/20/2015,4.92,0,80.5,350
9/21/2015,4.03,0,80,360
9/22/2015,2.68,0,78,30
9/23/2015,2.91,0,75,120
9/24/2015,2.46,0,78,100
9/25/2015,3.58,0,79.5,330
9/26/2015,2.91,0,76.5,50
9/27/2015,2.91,0,77.5,50
9/28/2015,4.47,0.28,78.5,40
9/29/2015,3.8,0,79.5,10
9/30/2015,4.47,0,78.5,20
10/1/2015,5.37,0,72.5,340
10/2/2015,6.93,0,67,360
10/3/2015,5.82,0,67.5,320
10/4/2015,4.7,0,64.5,310
10/5/2015,3.8,0,69.5,340
10/6/2015,2.46,0,74,330
10/7/2015,1.79,0,76.5,10
10/8/2015,1.12,0,78.5,130
10/9/2015,4.25,0,79.5,320
10/10/2015,4.7,0,68,340
10/11/2015,5.14,0,70,140
10/12/2015,9.62,0,81.5,220
10/13/2015,3.58,0,75,310
10/14/2015,1.12,0,74,150
10/15/2015,3.58,0,75.5,210
10/16/2015,5.82,0,72,50
10/17/2015,5.82,0,65,20
10/18/2015,3.8,0,62,60
10/19/2015,3.58,0,63.5,170
10/20/2015,4.7,0,68,140
10/21/2015,6.04,0,75.5,160
10/22/2015,8.72,0,74,150
10/23/2015,6.71,1.34,71,160
10/24/2015,3.8,1.8,68,90
10/25/2015,9.62,2.49,62,10
10/26/2015,11.18,0.49,60,360
10/27/2015,5.14,0.03,64,280
10/28/2015,5.37,0,67.5,230
10/29/2015,0.67,0,64,20
10/30/2015,6.71,0.02,61,150
10/31/2015,6.04,0.75,69,150
11/1/2015,2.91,0.63,65,90
11/2/2015,4.03,0,67,360
11/3/2015,1.79,0,65.5,120
11/4/2015,3.8,0,71,140
11/5/2015,8.5,0.02,73.5,180
11/6/2015,4.47,1.32,68.5,190
11/7/2015,8.05,1.19,57.5,350
11/8/2015,7.16,0,59,360
11/9/2015,1.79,0,57,310
11/10/2015,5.82,0,63.5,150
11/11/2015,6.71,0.55,71,290
11/12/2015,5.14,0,57.5,320
11/13/2015,2.91,0,56.5,80
11/14/2015,3.13,0,55,110
11/15/2015,4.25,0.03,59,160
11/16/2015,9.17,0.04,62,150
11/17/2015,11.41,3.21,64,170
11/18/2015,6.04,0,56,260
11/19/2015,2.91,0,59.5,30
11/20/2015,4.03,0,57,130
11/21/2015,8.5,0,51,350
11/22/2015,2.24,0,42,50
11/23/2015,1.34,0,47,240
11/24/2015,7.16,0,53.5,140
11/25/2015,11.41,0,63.5,150
11/26/2015,12.53,0.01,70.5,140
11/27/2015,9.62,0.09,64,140
11/28/2015,5.14,0.79,50.5,290
11/29/2015,4.03,1.58,50,30
11/30/2015,3.8,0.45,53,310
12/1/2015,4.25,0,48.5,320
12/2/2015,5.82,0,50,310
12/3/2015,2.01,0,47,340
12/4/2015,2.46,0,47,10
12/5/2015,2.01,0,48,150
12/6/2015,1.12,0,51,260
12/7/2015,1.12,0,53,140
12/8/2015,7.16,0,54.5,170
12/9/2015,3.58,0,59,200
12/10/2015,5.82,0,57.5,190
12/11/2015,12.08,0,71,200
12/12/2015,13.42,0.01,71.5,140
12/13/2015,14.32,1.71,62.5,160
12/14/2015,8.95,0,58,190
12/15/2015,7.83,0,59.5,160
12/16/2015,7.83,0,55.5,300
12/17/2015,2.24,0,46.5,330
12/18/2015,3.36,0,44.5,340
12/19/2015,6.26,0,47,160
12/20/2015,9.17,0.01,49.5,150
12/21/2015,5.82,0.02,60.5,220
12/22/2015,6.93,0.06,57,160
12/23/2015,11.18,0.07,66,220
12/24/2015,3.8,0.07,61.5,160
12/25/2015,4.92,0.22,65,90
12/26/2015,12.3,0,73.5,160
12/27/2015,14.76,0.95,70,160
12/28/2015,14.54,0.09,49.5,210
12/29/2015,4.03,0,42.5,110
12/30/2015,5.59,0,46,340
12/31/2015,6.71,0,45.5,40
1/1/2016,5.82,0,44,40
1/2/2016,3.58,0,45,340
1/3/2016,4.92,0,49.5,310
1/4/2016,6.26,0,43,80
1/5/2016,4.03,0,38.5,100
1/6/2016,4.25,0.02,44,160
1/7/2016,6.93,0.4,52.5,100
1/8/2016,6.26,0.86,59,90
1/9/2016,11.41,0,46,310
1/10/2016,6.49,0,38,320
1/11/2016,2.68,0,39.5,160
1/12/2016,2.01,0,44.5,280
1/13/2016,4.7,0,48,230
1/14/2016,8.05,0,49.5,170
1/15/2016,8.95,0,55.5,340
1/16/2016,6.04,0.04,42.5,10
1/17/2016,2.68,0,41.5,300
1/18/2016,4.25,0,41.5,120
1/19/2016,9.62,0,45,150
1/20/2016,7.16,0.01,49.5,170
1/21/2016,8.05,1.43,40,60
1/22/2016,11.63,0.01,41.5,310
1/23/2016,4.25,0,37.5,360
1/24/2016,9.17,0,43.5,160
1/25/2016,9.17,0,59.5,210
1/26/2016,7.61,0,50,330
1/27/2016,5.37,0,43.5,10
1/28/2016,4.03,0,47,260
1/29/2016,8.05,0,55.5,180
1/30/2016,14.32,0,64,180
1/31/2016,13.2,0,69,200
2/1/2016,8.05,0,66,150
2/2/2016,10.51,0,64.5,250
2/3/2016,8.5,0,47.5,320
2/4/2016,5.82,0,44,290
2/5/2016,2.68,0,42,160
2/6/2016,4.03,0,46,250
2/7/2016,5.37,0,45.5,230
2/8/2016,16.11,0,49,300
2/9/2016,11.86,0,46.5,300
2/10/2016,7.38,0,48.5,220
2/11/2016,9.62,0,64.5,220
2/12/2016,3.36,0,55,70
2/13/2016,7.83,0,50,120
2/14/2016,10.29,0,54.5,160
2/15/2016,6.93,0.88,55.5,350
2/16/2016,7.61,0,57.5,260
2/17/2016,4.92,0,52,120
2/18/2016,11.63,0,60.5,180
2/19/2016,12.97,0,68,200
2/20/2016,9.4,0,66.5,200
2/21/2016,6.71,0.55,67,260
2/22/2016,6.26,0.27,58,50
2/23/2016,9.17,0.69,48,320
2/24/2016,13.87,0.01,49,280
2/25/2016,8.28,0,50,300
2/26/2016,1.34,0,46,20
2/27/2016,5.82,0,53.5,200
2/28/2016,10.96,0,60,220
2/29/2016,7.61,0,63.5,180
3/1/2016,8.28,0.01,63,360
3/2/2016,9.4,0,53.5,150
3/3/2016,9.62,0.13,65.5,310
3/4/2016,2.01,0,57.5,140
3/5/2016,2.24,0,60.5,350
3/6/2016,10.07,0,62,190
3/7/2016,12.75,0,66,170
3/8/2016,12.75,5.34,67,130
3/9/2016,8.28,4.81,61,50
3/10/2016,6.93,1.68,69,160
3/11/2016,7.61,0.55,64,150
3/12/2016,4.92,0.1,63.5,120
3/13/2016,10.51,0,69,210
3/14/2016,8.05,0,70,190
3/15/2016,13.42,0,74,210
3/16/2016,3.8,0,63,170
3/17/2016,6.04,0.4,59,290
3/18/2016,5.82,0.03,60.5,350
3/19/2016,10.07,0,54.5,10
3/20/2016,9.17,0,48.5,320
3/21/2016,6.49,0,48.5,190
3/22/2016,14.99,0,57.5,180
3/23/2016,17,0,68.5,160
3/24/2016,10.74,0.34,59,300
3/25/2016,4.25,0,54.5,30
3/26/2016,4.03,0,63.5,170
3/27/2016,6.49,0,64,320
3/28/2016,4.92,0,58.5,100
3/29/2016,5.82,0,59,120
3/30/2016,12.3,0.47,71,170
3/31/2016,9.62,0,73.5,220
4/1/2016,6.93,0.11,54.5,20
4/2/2016,4.47,0,55,310
4/3/2016,4.03,0,58.5,210
4/4/2016,8.05,0,67,220
4/5/2016,5.59,0,67.5,200
4/6/2016,10.29,0,65.5,230
4/7/2016,5.82,0,67,250
4/8/2016,4.25,0,63,330
4/9/2016,5.82,0,61,180
4/10/2016,14.54,0,69,190
4/11/2016,9.62,1.71,69,30
4/12/2016,7.16,0.01,64,40
4/13/2016,6.26,0,65,60
4/14/2016,5.59,0.07,62,60
4/15/2016,6.71,0,67.5,90
4/16/2016,9.84,0,68.5,110
4/17/2016,11.18,0,69.5,130
4/18/2016,5.37,5.33,66,140
4/19/2016,6.04,0.88,72,130
4/20/2016,3.8,0.59,69.5,350
4/21/2016,3.58,0,69,160
4/22/2016,4.03,0,70,330
4/23/2016,2.46,0,69.5,180
4/24/2016,8.72,0,70,140
4/25/2016,9.4,0,74.5,160
4/26/2016,11.41,0,79,160
4/27/2016,6.71,0.55,73.5,130
4/28/2016,4.25,0,72,110
4/29/2016,10.96,1.02,74.5,150
4/30/2016,8.72,1.91,74,140
5/1/2016,5.82,0,75,330
5/2/2016,7.83,0.54,66,320
5/3/2016,5.82,0,62,10
5/4/2016,6.71,0,67.5,290
5/5/2016,4.03,0,67,10
5/6/2016,2.24,0,68.5,40
5/7/2016,6.93,0,69.5,200
5/8/2016,10.74,0,68.5,160
5/9/2016,11.41,0,74.5,190
5/10/2016,12.75,0,80,220
5/11/2016,10.74,0,79,170
5/12/2016,5.82,0,78,210
5/13/2016,3.36,0,73,80
5/14/2016,4.25,0,72,20
5/15/2016,6.49,0,68,100
5/16/2016,6.71,0.05,67.5,140
5/17/2016,4.7,0,76,120
5/18/2016,6.49,0.12,67,40
5/19/2016,4.7,0.13,65.5,70
5/20/2016,4.92,0,70,310
5/21/2016,3.8,0,73,60
5/22/2016,5.59,0,75.5,100
5/23/2016,7.61,0,74.5,140
5/24/2016,8.95,0.03,78,170
5/25/2016,10.74,0,83.5,180
5/26/2016,9.62,0.25,78.5,150
5/27/2016,10.29,1.15,71.5,140
5/28/2016,4.25,0,75.5,240
5/29/2016,4.25,0,81,10
5/30/2016,4.47,0,78.5,170
5/31/2016,4.25,0,78,320
6/1/2016,2.91,0.55,76.5,140
6/2/2016,6.71,0.89,74,150
6/3/2016,4.92,0.09,73.5,200
6/4/2016,3.13,0.04,76.5,10
6/5/2016,4.03,0,79.5,350
6/6/2016,3.58,0,80.5,10
6/7/2016,2.01,0,80,340
6/8/2016,2.68,0,81.5,100
6/9/2016,4.03,0,82,120
6/10/2016,3.58,0,81.5,160
6/11/2016,6.26,0.04,82.5,150
6/12/2016,6.71,0,84,180
6/13/2016,5.59,1.87,77.5,290
6/14/2016,9.84,0,84.5,210
6/15/2016,8.5,0,85.5,230
6/16/2016,7.83,0,87,230
6/17/2016,6.49,0,86.5,230
6/18/2016,3.36,0.7,83.5,140
6/19/2016,4.92,0,82,130
6/20/2016,4.47,0.36,83,160
6/21/2016,3.8,0.03,83.5,200
6/22/2016,10.51,0,85.5,200
6/23/2016,8.28,0,84,220
6/24/2016,8.72,0,85.5,210
6/25/2016,6.26,0,85,160
6/26/2016,4.03,0.01,85.5,250
6/27/2016,3.58,0.01,86,10
6/28/2016,5.14,0,83,50
6/29/2016,4.47,0,84.5,90
6/30/2016,2.68,0,83.5,110
7/1/2016,2.46,0,84,150
7/2/2016,7.16,0,85.5,190
7/3/2016,12.3,0,88,200
7/4/2016,12.08,0,86.5,210
7/5/2016,12.3,0,86.5,190
7/6/2016,13.87,0,88,230
7/7/2016,12.75,0,88,200
7/8/2016,10.07,0,88,210
7/9/2016,7.16,0,88,210
7/10/2016,7.61,0,85.5,160
7/11/2016,10.96,0,85.5,200
7/12/2016,10.07,0,86.5,150
7/13/2016,11.18,0,88,200
7/14/2016,8.95,0,86.5,50
7/15/2016,4.92,0,83,270
7/16/2016,6.93,0,82.5,90
7/17/2016,5.37,0,86,150
7/18/2016,4.92,0,87.5,160
7/19/2016,3.8,0,86,160
7/20/2016,4.25,0,87,140
7/21/2016,4.03,0,90,170
7/22/2016,4.25,0,91.5,190
7/23/2016,5.14,0.12,88,310
7/24/2016,5.59,0.03,87,90
7/25/2016,4.25,0,84.5,130
7/26/2016,3.8,0,85.5,130
7/27/2016,4.92,0.03,84.5,170
7/28/2016,4.92,0.49,77,360
7/29/2016,7.16,0,83,220
7/30/2016,5.82,0.36,86.5,200
7/31/2016,5.82,0,85.5,160
8/1/2016,5.82,0,88.5,270
8/2/2016,4.92,0,88.5,220
8/3/2016,4.92,0,90,100
8/4/2016,5.59,0,90.5,230
8/5/2016,5.59,0,91.5,210
8/6/2016,5.59,0.01,87,60
8/7/2016,4.7,0.43,86,30
8/8/2016,3.8,0,79.5,40
8/9/2016,3.13,0,87,360
8/10/2016,2.91,0,88.5,80
8/11/2016,3.8,0,87.5,200
8/12/2016,3.8,0.01,89,110
8/13/2016,3.8,0.06,82.5,360
8/14/2016,6.71,0.23,81,190
8/15/2016,4.03,0.05,78.5,190
8/16/2016,4.7,0.09,78.5,220
8/17/2016,3.36,0.24,79,110
8/18/2016,5.14,1.62,79.5,270
8/19/2016,4.47,0.44,81.5,220
8/20/2016,6.71,0.19,83.5,280
8/21/2016,2.24,0.17,79.5,310
8/22/2016,2.24,0.82,81,250
8/23/2016,5.82,0,82.5,160
8/24/2016,5.59,0,86.5,190
8/25/2016,4.7,2.31,84,120
8/26/2016,2.91,0.15,82.5,150
8/27/2016,2.46,0,84,170
8/28/2016,3.8,0.05,84.5,100
8/29/2016,3.58,0.08,84,120
8/30/2016,3.8,0,85.5,50
8/31/2016,3.13,0,85.5,30
9/1/2016,5.14,0.05,85,350
9/2/2016,6.26,0,79.5,30
9/3/2016,3.36,0,77.5,340
9/4/2016,2.46,0,80,210
9/5/2016,6.71,0,85,170
9/6/2016,5.82,0,83,160
9/7/2016,4.47,0,83.5,160
9/8/2016,7.16,0,85.5,160
9/9/2016,8.5,0,84.5,140
9/10/2016,6.49,0.23,83,310
9/11/2016,3.8,0,79,10
9/12/2016,3.58,0,80.5,170
9/13/2016,3.13,0,82,100
9/14/2016,2.24,0,83,80
9/15/2016,2.68,0,84,340
9/16/2016,4.25,0,83,120
9/17/2016,2.91,0,84.5,150
9/18/2016,3.58,0.01,82.5,310
9/19/2016,2.68,0,84,70
9/20/2016,2.68,0,83,100
9/21/2016,2.24,0,81.5,350
9/22/2016,3.13,0,81.5,190
9/23/2016,5.59,0,83,150
9/24/2016,6.26,0,82.5,140
9/25/2016,3.36,0,81.5,160
9/26/2016,6.04,0,74.5,30
9/27/2016,4.03,0,72,70
9/28/2016,3.8,0,73.5,240
9/29/2016,6.26,0,68,10
9/30/2016,1.79,0,69,250
10/1/2016,1.12,0,69.5,160
10/2/2016,1.12,0,72,150
10/3/2016,2.01,0,72,120
10/4/2016,6.26,0,74,150
10/5/2016,6.71,0,81,110
10/6/2016,4.47,0,78.5,150
10/7/2016,4.92,0,77,340
10/8/2016,7.38,0,70,340
10/9/2016,4.7,0,66.5,80
10/10/2016,2.91,0,68,130
10/11/2016,3.8,0,69.5,150
10/12/2016,6.04,0,77,170
10/13/2016,5.59,1.71,79,340
10/14/2016,2.68,0.21,68,100
10/15/2016,5.59,0,74.5,160
10/16/2016,7.38,0,78,170
10/17/2016,10.07,0,80,160
10/18/2016,8.05,0,81,190
10/19/2016,5.59,0.08,80.5,170
10/20/2016,,0.04,69,340
10/21/2016,4.25,0,61,340
10/22/2016,3.58,0,60.5,130
10/23/2016,2.91,0,63,180
10/24/2016,2.24,0,69,210
10/25/2016,1.57,0,68,140
10/26/2016,2.24,0,68,150
10/27/2016,1.12,0,70.5,110
10/28/2016,2.46,0,71,130
10/29/2016,4.7,0,72,160
10/30/2016,3.36,0,73,220
10/31/2016,5.37,0,71.5,190
11/1/2016,6.93,0,70.5,130
11/2/2016,5.82,0,75,140
11/3/2016,2.68,0,74.5,300
11/4/2016,4.47,0,70,40
11/5/2016,3.8,0,66,360
11/6/2016,1.79,0,64.5,140
11/7/2016,5.82,0.28,63.5,170
11/8/2016,4.25,0,64,360
11/9/2016,6.04,0.02,64,40
11/10/2016,2.01,0,56.5,30
11/11/2016,1.79,0,63,360
11/12/2016,4.92,0,59,60
11/13/2016,1.34,0,53.5,360
11/14/2016,5.59,0,58.5,210
11/15/2016,2.24,0,67,320
11/16/2016,5.82,0,67,200
11/17/2016,10.07,0,68,200
11/18/2016,9.62,1.07,64,320
11/19/2016,5.82,0,50,340
11/20/2016,2.91,0,47,170
11/21/2016,5.37,0,53,150
11/22/2016,10.96,0.01,62.5,150
11/23/2016,6.04,3.76,55.5,150
11/24/2016,0.67,0,56,120
11/25/2016,2.68,0,60.5,40
11/26/2016,3.8,0,49.5,30
11/27/2016,9.84,0,55,170
11/28/2016,10.29,0.83,60.5,300
11/29/2016,2.46,0,57.5,140
11/30/2016,6.93,0,52,300
12/1/2016,1.34,0,49,120
12/2/2016,4.03,0.01,50.5,90
12/3/2016,8.72,1.71,49.5,100
12/4/2016,4.7,0.01,49.5,90
12/5/2016,5.14,0.75,47.5,60
12/6/2016,4.25,0.33,50,350
12/7/2016,4.92,0.01,51,20
12/8/2016,9.62,0.02,41,360
12/9/2016,5.59,0,37.5,50
12/10/2016,7.16,0,41,150
12/11/2016,12.75,0.01,58.5,180
12/12/2016,4.92,0.03,61.5,180
12/13/2016,4.47,0,56.5,40
12/14/2016,5.14,0,45,50
12/15/2016,5.59,0,42.5,60
12/16/2016,11.41,0,54,210
12/17/2016,16.78,0.11,59,300
12/18/2016,11.63,0,34.5,350
12/19/2016,6.71,0,33,360
12/20/2016,2.68,0,39,180
12/21/2016,5.59,0,58.5,180
12/22/2016,5.14,0,54,40
12/23/2016,6.04,0.06,57,190
12/24/2016,8.95,0,71,200
12/25/2016,11.18,0,71,160
12/26/2016,10.51,0.01,74.5,190
12/27/2016,4.47,0.42,64,310
12/28/2016,8.28,0.05,66,210
12/29/2016,7.61,0,57,360
12/30/2016,5.82,0,47,190
12/31/2016,6.49,0.01,52,170
1/1/2017,4.25,0,56.5,110
1/2/2017,5.59,0.39,60,160
1/3/2017,8.72,0,58.5,300
1/4/2017,6.93,0,43,320
1/5/2017,6.49,0,40,350
1/6/2017,10.74,0,30.5,360
1/7/2017,5.37,0,28,10
1/8/2017,5.59,0,31,150
1/9/2017,9.4,0,44.5,160
1/10/2017,14.32,0,67,220
1/11/2017,14.76,0,70.5,220
1/12/2017,10.51,0,71.5,180
1/13/2017,4.92,0.02,66.5,200
1/14/2017,2.01,0.08,63.5,150
1/15/2017,6.93,0,61.5,150
1/16/2017,9.84,0.13,65.5,200
1/17/2017,3.58,0.41,55,340
1/18/2017,5.37,1.81,55,320
1/19/2017,5.82,0,57.5,280
1/20/2017,10.29,0,66,230
1/21/2017,7.61,0.01,61.5,210
1/22/2017,14.76,0.02,59,310
1/23/2017,6.04,0,54,310
1/24/2017,11.63,0,61,190
1/25/2017,10.07,0.01,58,300
1/26/2017,8.05,0,46,320
1/27/2017,6.26,0,43,300
1/28/2017,7.16,0,46.5,270
1/29/2017,9.62,0,51.5,300
1/30/2017,4.47,0,55.5,270
1/31/2017,11.18,0,65.5,200
2/1/2017,8.5,0,64.5,220
2/2/2017,8.05,0,54,40
2/3/2017,7.61,0,46.5,40
2/4/2017,6.49,0.01,45,150
2/5/2017,3.36,0.22,51,110
2/6/2017,10.96,0.01,64,180
2/7/2017,11.86,0,0,250
2/8/2017,,0,0,290
2/9/2017,,0,50.5,30
2/10/2017,10.07,0,55.5,190
2/11/2017,12.3,0,75,220
2/12/2017,8.95,0,71,20
2/13/2017,9.4,0,60,60
2/14/2017,8.5,0.71,51.5,10
2/15/2017,8.5,0,53.5,330
2/16/2017,2.91,0,51,180
2/17/2017,6.93,0,55.5,230
2/18/2017,6.93,0,65,140
